,p_1,p_2
466,"[465.117, 161.028, 465.162, 172.839, 441.67, 170.19, 426.013, 201.52, 415.55, 234.065, 491.239, 180.618, 487.322, 219.758, 482.087, 254.984, 443.002, 243.24, 440.336, 294.173, 441.626, 339.848, 472.98, 244.581, 484.726, 291.538, 504.269, 337.24, 463.805, 153.243, 470.366, 158.422, 458.616, 146.682, 483.414, 153.253]","[372.462, 208.039, 364.658, 235.391, 343.739, 236.734, 339.901, 282.401, 346.374, 325.456, 386.836, 234.075, 393.359, 266.728, 398.565, 299.378, 346.373, 292.87, 363.342, 321.587, 358.102, 359.434, 368.569, 288.976, 362.046, 320.285, 371.203, 337.209, 367.228, 204.071, 373.781, 202.797, 350.337, 206.703, 0, 0]"
467,"[474.25, 162.408, 471.667, 175.37, 445.556, 172.728, 442.923, 206.724, 444.25, 244.505, 495.19, 180.626, 493.851, 217.193, 484.662, 251.096, 448.174, 244.525, 441.664, 294.176, 441.658, 339.856, 475.612, 245.838, 486.001, 291.543, 502.991, 338.51, 470.356, 159.676, 479.479, 161.028, 465.1, 150.592, 487.348, 157.132]","[356.802, 236.746, 364.643, 253.684, 343.742, 256.327, 339.878, 308.498, 342.491, 349, 389.42, 247.218, 397.267, 287.615, 401.215, 329.42, 338.534, 295.443, 348.999, 326.815, 350.29, 359.381, 360.737, 295.461, 360.743, 335.931, 359.445, 365.953, 352.919, 234.068, 360.693, 232.809, 360.713, 226.334, 371.201, 226.296]"
468,"[475.576, 162.406, 474.286, 175.372, 452.047, 172.753, 450.796, 210.6, 459.925, 245.858, 496.483, 180.609, 495.219, 215.903, 484.738, 249.784, 448.185, 241.958, 442.907, 294.16, 441.664, 339.852, 476.912, 244.556, 486.073, 291.574, 502.96, 338.493, 474.261, 159.7, 482.123, 161.048, 467.779, 150.605, 491.237, 159.728]","[377.697, 244.565, 362.055, 265.506, 339.822, 273.259, 339.801, 321.557, 341.147, 359.467, 389.454, 258.95, 397.271, 300.712, 401.218, 341.195, 339.836, 307.246, 345.083, 339.834, 348.997, 360.712, 362.009, 307.197, 359.488, 346.367, 359.459, 362.065, 369.856, 240.658, 376.369, 238.059, 359.398, 243.271, 371.181, 244.486]"
469,"[480.777, 163.675, 475.624, 175.38, 454.654, 172.755, 456.039, 213.19, 475.542, 243.226, 497.822, 181.849, 496.528, 215.83, 486.065, 245.833, 448.183, 243.228, 442.905, 291.558, 442.886, 339.85, 475.601, 244.53, 486.085, 290.233, 501.707, 338.542, 475.638, 159.716, 486.008, 161.067, 472.967, 150.626, 495.207, 160.975]","[372.471, 264.12, 363.352, 269.365, 338.518, 275.863, 339.833, 328.08, 339.823, 371.151, 390.798, 266.758, 394.686, 311.144, 401.116, 350.352, 342.481, 303.292, 354.221, 328.095, 358.133, 360.795, 371.141, 304.611, 380.256, 325.505, 0, 0, 365.949, 256.361, 377.665, 256.276, 354.213, 256.277, 380.263, 252.403]"
470,"[487.319, 170.158, 483.425, 175.376, 461.226, 172.786, 470.356, 213.208, 493.828, 239.352, 505.589, 180.581, 504.251, 214.59, 495.162, 244.553, 452.1, 243.265, 442.99, 294.16, 442.891, 339.871, 479.494, 244.537, 489.937, 291.567, 499.113, 339.82, 484.779, 162.309, 495.126, 163.673, 478.222, 153.218, 502.97, 162.339]","[368.531, 290.235, 363.347, 282.434, 337.236, 285.027, 338.572, 342.453, 338.545, 390.69, 390.79, 286.299, 393.391, 329.363, 393.336, 369.894, 341.141, 305.879, 343.773, 339.844, 356.818, 360.773, 369.859, 305.923, 381.642, 335.921, 0, 0, 363.36, 286.316, 371.191, 286.363, 352.928, 277.157, 380.309, 278.526]"
471,"[493.821, 171.442, 484.772, 175.377, 463.845, 172.795, 474.259, 211.916, 497.782, 235.417, 506.903, 179.329, 505.601, 214.522, 496.468, 243.229, 453.395, 243.253, 444.226, 294.164, 441.671, 339.858, 483.38, 244.57, 492.532, 292.859, 499.096, 339.812, 487.367, 162.389, 496.52, 164.986, 484.648, 155.815, 505.634, 162.335]","[364.64, 296.793, 365.934, 287.635, 337.221, 286.363, 338.519, 351.578, 338.534, 395.987, 392.095, 290.277, 394.647, 338.483, 392.08, 378.96, 348.972, 315.061, 342.479, 350.296, 356.803, 363.338, 379.012, 320.265, 390.67, 330.796, 0, 0, 360.734, 290.262, 369.895, 294.149, 351.625, 284.999, 380.299, 286.372]"
472,"[495.208, 171.46, 487.342, 175.381, 465.194, 172.812, 478.223, 213.22, 505.588, 230.195, 509.51, 180.578, 506.863, 217.174, 497.775, 245.894, 454.73, 243.268, 444.273, 291.572, 441.675, 339.89, 485.982, 244.545, 493.855, 292.845, 499.073, 338.591, 493.831, 162.406, 502.971, 166.263, 486.004, 155.827, 508.184, 162.347]","[369.865, 307.209, 363.352, 295.464, 335.916, 294.179, 337.243, 354.205, 337.261, 402.527, 392.071, 296.766, 394.689, 341.163, 392.077, 382.892, 348.966, 321.578, 339.837, 358.135, 358.064, 365.952, 379.009, 328.101, 390.68, 339.861, 0, 0, 363.368, 299.422, 372.492, 301.978, 352.884, 291.551, 381.621, 294.139]"
473,"[502.987, 171.436, 495.094, 175.39, 474.22, 172.764, 482.134, 213.194, 508.257, 222.362, 515.997, 180.615, 514.735, 221.081, 505.604, 249.803, 459.931, 243.282, 448.179, 290.279, 442.898, 339.869, 488.645, 244.603, 496.408, 294.16, 497.802, 339.86, 497.798, 162.376, 506.923, 166.244, 493.832, 154.488, 515.975, 161.053]","[368.548, 321.563, 365.93, 308.503, 335.949, 309.826, 338.536, 371.18, 332.031, 420.749, 393.397, 309.87, 398.571, 359.411, 397.255, 401.244, 338.53, 316.363, 338.559, 367.262, 0, 0, 376.371, 338.498, 390.687, 350.362, 0, 0, 362.028, 317.637, 372.455, 317.664, 351.603, 307.187, 382.898, 308.566]"
474,"[505.615, 171.434, 496.432, 175.404, 475.538, 172.755, 483.368, 211.95, 506.95, 221.084, 517.34, 180.632, 516.058, 222.38, 506.961, 252.41, 463.782, 243.219, 450.775, 290.246, 442.937, 339.854, 493.855, 244.574, 496.508, 294.14, 497.812, 339.85, 502.983, 162.371, 510.819, 164.969, 495.203, 153.21, 517.382, 161.03]","[371.168, 332.037, 364.651, 313.731, 335.951, 316.342, 337.194, 373.78, 332.011, 423.393, 392.103, 315.021, 401.139, 365.945, 401.177, 410.301, 338.494, 309.835, 338.492, 368.568, 0, 0, 372.527, 337.226, 389.452, 362.05, 0, 0, 368.512, 329.36, 376.385, 328.106, 352.915, 317.646, 381.664, 317.609]"
475,"[369.858, 350.297, 360.776, 328.119, 330.735, 334.617, 330.734, 384.231, 330.751, 424.706, 392.062, 326.774, 401.233, 379.012, 402.496, 422.062, 335.938, 321.591, 329.429, 379.013, 0, 0, 373.784, 348.924, 399.825, 380.333, 0, 0, 367.251, 346.386, 373.816, 346.372, 351.619, 332.025, 381.588, 335.869]","[510.814, 171.4, 499.081, 175.378, 478.188, 172.786, 483.431, 213.239, 510.833, 226.288, 519.97, 180.585, 518.658, 215.889, 517.299, 249.779, 466.467, 243.267, 453.377, 287.702, 442.967, 339.805, 496.474, 244.591, 497.816, 294.136, 497.806, 339.856, 506.968, 162.371, 516.101, 164.956, 499.082, 153.2, 0, 0]"
476,"[510.835, 170.127, 502.977, 174.143, 480.797, 172.764, 484.672, 213.224, 513.402, 234.129, 525.141, 180.611, 521.273, 214.518, 521.268, 247.212, 467.77, 243.281, 453.441, 288.941, 442.992, 338.593, 496.531, 245.846, 501.697, 294.18, 497.826, 339.893, 506.965, 162.287, 517.313, 163.636, 500.381, 151.943, 526.416, 160.974]","[367.23, 358.071, 360.771, 330.699, 332.035, 333.324, 330.693, 382.902, 330.741, 424.707, 392.024, 329.402, 399.851, 375.094, 402.451, 422.083, 334.611, 329.434, 332.021, 380.332, 322.908, 422.102, 0, 0, 0, 0, 0, 0, 364.646, 350.338, 0, 0, 356.826, 339.86, 369.87, 339.826]"
477,"[368.579, 364.633, 363.361, 338.56, 335.91, 339.875, 331.992, 390.726, 332.008, 427.275, 394.671, 335.935, 401.158, 381.595, 402.51, 422.125, 337.239, 338.545, 332.045, 388.135, 0, 0, 372.481, 356.811, 392.03, 382.923, 0, 0, 368.536, 359.457, 0, 0, 359.429, 345.074, 388.118, 341.172]","[514.716, 163.677, 505.537, 174.094, 483.389, 172.724, 484.717, 213.184, 504.26, 243.267, 526.476, 179.305, 527.762, 213.262, 527.805, 247.203, 472.931, 241.973, 454.761, 288.94, 444.328, 338.569, 499.099, 245.829, 504.305, 295.462, 499.097, 339.862, 509.507, 159.718, 518.662, 161.071, 504.28, 150.592, 527.746, 159.685]"
478,"[0, 0, 364.626, 337.196, 334.621, 338.511, 331.994, 388.131, 331.997, 427.275, 395.975, 332.033, 401.174, 381.618, 402.544, 423.338, 337.224, 335.946, 334.638, 388.142, 0, 0, 371.17, 354.21, 389.451, 381.622, 0, 0, 0, 0, 0, 0, 359.453, 342.461, 0, 0]","[514.715, 162.342, 505.605, 172.857, 483.435, 171.493, 484.694, 211.885, 496.449, 244.536, 527.747, 178.027, 527.842, 214.509, 529.135, 247.177, 474.246, 240.658, 457.299, 287.681, 446.891, 338.471, 504.288, 244.559, 504.321, 295.489, 499.061, 339.918, 509.506, 157.135, 518.648, 160.971, 504.314, 149.313, 526.546, 157.111]"
479,"[0, 0, 368.549, 338.508, 337.241, 335.918, 332.029, 381.641, 332, 423.445, 399.889, 338.49, 402.552, 381.594, 402.567, 423.359, 338.521, 339.822, 333.334, 390.728, 334.61, 414.264, 379.018, 359.424, 395.95, 401.187, 0, 0, 0, 0, 0, 0, 360.728, 345.081, 379.016, 348.914]","[516.001, 160.984, 506.899, 172.792, 484.762, 170.191, 482.079, 208.03, 484.668, 244.529, 527.841, 176.721, 535.595, 213.248, 536.915, 247.189, 475.574, 236.77, 462.534, 287.666, 454.684, 335.952, 505.621, 244.543, 505.565, 295.479, 499.087, 339.905, 510.82, 151.97, 518.683, 155.832, 505.562, 147.971, 526.547, 151.936]"
480,"[0, 0, 369.885, 339.85, 338.58, 338.544, 332.01, 382.917, 330.759, 423.436, 401.194, 339.827, 403.812, 382.897, 402.531, 423.325, 339.815, 345.072, 333.309, 395.975, 329.384, 424.683, 380.27, 363.314, 393.348, 407.718, 392.084, 423.308, 0, 0, 0, 0, 365.931, 347.666, 385.52, 343.761]","[514.74, 160.971, 506.902, 172.767, 484.733, 170.168, 475.609, 208.008, 475.582, 244.524, 529.086, 176.701, 536.95, 213.25, 536.976, 245.881, 475.592, 236.746, 463.842, 287.613, 456.062, 334.607, 505.656, 244.526, 505.633, 295.458, 499.098, 339.869, 509.524, 151.956, 518.651, 155.807, 505.551, 147.964, 526.546, 151.925]"
481,"[0, 0, 371.141, 341.148, 338.581, 339.845, 330.752, 382.94, 330.744, 423.425, 401.233, 341.151, 403.804, 384.202, 402.524, 423.337, 338.573, 343.764, 337.239, 401.192, 328.112, 425.966, 378.989, 363.335, 392.078, 406.413, 393.386, 423.288, 0, 0, 0, 0, 367.24, 348.988, 389.449, 348.984]","[513.435, 158.426, 506.885, 172.746, 484.696, 168.892, 472.995, 204.182, 471.675, 239.367, 529.098, 176.698, 538.176, 213.264, 538.3, 247.197, 475.639, 236.77, 463.891, 286.324, 462.531, 330.747, 506.887, 243.262, 505.623, 292.86, 500.398, 339.866, 508.243, 151.85, 517.388, 153.217, 504.3, 145.366, 526.531, 151.907]"
482,"[0, 0, 371.167, 341.142, 339.859, 338.58, 330.748, 379.018, 330.731, 423.389, 401.225, 342.441, 402.535, 381.636, 402.531, 422.105, 341.166, 347.675, 343.764, 405.091, 328.089, 424.684, 380.299, 364.627, 392.098, 407.719, 0, 0, 0, 0, 0, 0, 368.541, 345.077, 398.539, 347.694]","[512.13, 154.505, 506.886, 171.51, 484.662, 167.576, 465.193, 202.776, 463.766, 234.164, 529.143, 175.398, 538.203, 213.208, 544.744, 245.851, 475.596, 235.441, 466.437, 283.698, 466.502, 329.375, 506.895, 240.645, 505.635, 288.943, 502.999, 338.578, 506.978, 149.306, 517.372, 151.866, 502.982, 142.739, 526.51, 151.852]"
483,"[510.823, 153.216, 506.881, 171.482, 484.658, 166.247, 465.105, 200.192, 457.333, 234.05, 529.131, 175.381, 538.232, 213.2, 544.774, 245.85, 475.628, 235.456, 467.753, 283.733, 471.687, 328.116, 506.921, 240.637, 505.636, 288.924, 504.279, 338.529, 506.943, 149.262, 517.333, 150.624, 502.964, 141.496, 526.499, 150.627]","[0, 0, 372.458, 342.455, 341.161, 339.826, 332.043, 381.582, 331.999, 423.412, 401.225, 345.075, 402.514, 381.616, 402.525, 422.088, 338.577, 346.369, 334.639, 411.636, 329.376, 425.961, 371.164, 363.331, 384.244, 411.64, 0, 0, 377.69, 358.13, 0, 0, 369.834, 345.073, 394.652, 348.956]"
484,"[380.296, 369.8, 371.176, 341.173, 339.898, 339.847, 330.757, 381.618, 330.718, 423.379, 401.173, 341.177, 402.453, 381.615, 402.509, 422.104, 338.538, 343.76, 330.699, 414.248, 328.043, 429.883, 369.862, 359.43, 380.336, 412.926, 0, 0, 379.007, 363.344, 0, 0, 369.85, 347.689, 393.37, 347.667]","[506.925, 151.958, 505.581, 171.428, 480.819, 163.7, 461.243, 195.002, 452.059, 225.043, 527.849, 174.096, 538.208, 211.96, 543.475, 247.177, 475.648, 235.446, 472.986, 283.72, 475.611, 328.082, 506.949, 240.647, 505.612, 287.687, 504.272, 338.521, 505.575, 147.995, 514.736, 150.584, 497.77, 141.503, 523.873, 150.584]"
485,"[0, 0, 371.155, 341.149, 341.131, 339.865, 330.728, 382.944, 330.685, 423.404, 401.153, 339.888, 402.462, 380.35, 402.455, 422.104, 338.542, 345.065, 326.81, 392.034, 0, 0, 369.878, 359.423, 379.008, 412.941, 0, 0, 375.101, 360.705, 0, 0, 368.559, 347.69, 390.783, 341.182]","[505.606, 151.884, 505.539, 171.422, 479.478, 163.681, 459.928, 193.725, 446.884, 223.738, 527.821, 174.081, 536.937, 213.255, 538.298, 249.809, 476.864, 235.478, 474.27, 285.033, 478.18, 328.123, 508.202, 240.66, 505.636, 288.933, 504.307, 338.568, 502.971, 146.668, 510.814, 149.289, 496.421, 141.451, 521.269, 149.256]"
486,"[503.009, 150.594, 504.277, 171.408, 476.922, 163.678, 458.643, 193.726, 445.549, 223.737, 527.772, 172.843, 535.63, 213.229, 536.945, 247.19, 475.653, 236.735, 474.335, 286.297, 478.189, 328.136, 508.192, 241.968, 505.622, 288.951, 504.275, 338.573, 497.804, 142.774, 506.946, 146.674, 495.194, 140.188, 518.634, 146.673]","[0, 0, 369.864, 339.855, 339.89, 338.491, 328.098, 380.313, 329.431, 423.366, 398.575, 339.876, 401.226, 381.585, 402.441, 422.102, 338.561, 351.598, 331.994, 412.92, 326.76, 427.307, 371.193, 360.727, 378.97, 411.677, 372.503, 419.424, 379.012, 359.494, 0, 0, 369.825, 346.381, 388.124, 341.152]"
487,"[497.762, 147.969, 499.1, 170.169, 475.587, 163.639, 458.632, 193.708, 444.289, 223.686, 525.203, 172.805, 529.103, 213.185, 529.141, 245.903, 475.583, 236.767, 474.325, 286.327, 479.499, 328.109, 506.87, 241.953, 505.567, 288.948, 503.016, 338.563, 496.436, 141.446, 504.285, 142.745, 496.495, 138.81, 515.985, 142.772]","[380.283, 360.775, 369.858, 339.87, 339.87, 338.494, 328.077, 380.338, 329.426, 423.325, 399.842, 341.155, 401.197, 381.658, 401.25, 422.095, 341.135, 359.427, 332.034, 414.246, 326.787, 429.911, 373.771, 364.654, 380.308, 412.915, 379.002, 411.609, 379.016, 360.711, 0, 0, 369.802, 347.657, 384.219, 341.163]"
488,"[495.164, 147.996, 497.772, 170.155, 475.527, 163.657, 458.632, 194.955, 444.256, 223.704, 523.86, 172.778, 527.83, 211.912, 527.814, 245.83, 475.532, 236.778, 474.282, 286.357, 480.795, 328.122, 505.626, 241.953, 505.531, 288.992, 504.256, 338.585, 493.812, 141.444, 497.82, 141.52, 0, 0, 513.414, 141.518]","[0, 0, 369.82, 339.879, 339.829, 338.54, 329.436, 381.583, 330.709, 423.388, 398.573, 339.88, 401.22, 381.598, 402.436, 422.102, 339.816, 351.596, 330.735, 414.251, 326.801, 427.294, 371.211, 362.029, 379.021, 410.326, 378.998, 411.641, 378.993, 360.79, 0, 0, 368.529, 348.973, 381.61, 341.169]"
489,"[491.258, 146.688, 496.481, 168.889, 474.278, 163.656, 459.91, 195.006, 444.267, 224.935, 519.974, 172.737, 527.778, 211.885, 526.416, 244.586, 474.316, 236.766, 474.248, 286.39, 480.778, 328.12, 505.547, 241.93, 504.293, 288.966, 504.264, 338.549, 487.355, 141.418, 496.455, 141.462, 0, 0, 508.239, 141.475]","[0, 0, 369.858, 339.909, 339.883, 338.567, 329.422, 379.023, 330.744, 423.35, 398.562, 341.161, 401.241, 381.574, 402.445, 422.097, 339.843, 348.995, 333.325, 412.929, 328.078, 425.983, 371.208, 362.026, 378.998, 410.342, 0, 0, 379.013, 360.783, 0, 0, 368.523, 348.974, 379.012, 341.169]"
490,"[487.328, 147.981, 495.139, 170.119, 472.939, 164.95, 458.597, 198.875, 445.609, 227.603, 517.329, 171.487, 523.843, 208.044, 516.022, 244.596, 474.301, 236.763, 472.996, 286.388, 479.502, 328.11, 502.988, 240.653, 500.406, 288.975, 502.994, 338.572, 485.986, 141.448, 495.094, 141.487, 484.72, 138.82, 505.597, 141.467]","[0, 0, 369.891, 339.829, 339.883, 338.543, 333.312, 380.257, 332.046, 422.1, 399.873, 339.805, 401.208, 380.325, 401.251, 422.107, 339.83, 350.279, 334.612, 411.635, 328.09, 424.68, 372.462, 360.737, 377.665, 410.306, 0, 0, 0, 0, 0, 0, 367.268, 347.675, 0, 0]"
491,"[486.045, 146.663, 506.952, 174.08, 496.444, 174.092, 488.666, 213.18, 474.279, 232.774, 519.959, 174.129, 517.395, 217.142, 505.635, 252.375, 486.023, 245.908, 467.742, 290.272, 466.503, 339.859, 508.208, 252.383, 508.205, 305.903, 508.218, 350.283, 487.315, 141.441, 492.543, 141.424, 0, 0, 506.904, 142.751]","[379.015, 145.402, 359.472, 174.113, 359.417, 176.704, 362.026, 215.89, 369.91, 249.8, 362.05, 172.754, 373.789, 213.261, 0, 0, 360.739, 248.497, 362.086, 299.39, 362.044, 351.622, 360.752, 245.921, 360.783, 298.12, 359.406, 346.346, 373.781, 141.456, 0, 0, 360.79, 144.094, 0, 0]"
492,"[486.009, 146.691, 506.898, 174.106, 495.181, 174.088, 486.057, 211.947, 466.501, 230.195, 518.689, 176.684, 517.333, 221.038, 505.592, 254.937, 485.983, 245.888, 465.209, 294.165, 463.876, 341.163, 508.235, 252.385, 508.207, 305.902, 508.228, 350.286, 486.027, 141.482, 492.517, 141.447, 0, 0, 506.882, 142.787]","[379.005, 146.675, 359.462, 174.099, 359.456, 176.682, 362.015, 215.867, 369.903, 249.78, 360.735, 171.524, 372.496, 214.526, 0, 0, 360.761, 248.486, 363.329, 298.139, 362.023, 351.618, 360.715, 245.911, 360.769, 298.09, 359.416, 346.345, 373.766, 141.465, 0, 0, 360.764, 145.368, 0, 0]"
493,"[484.728, 147.977, 505.555, 175.421, 489.962, 176.686, 482.091, 210.647, 457.289, 223.665, 517.387, 179.294, 516.011, 223.631, 501.69, 254.983, 484.716, 247.192, 463.889, 296.773, 453.424, 342.447, 508.253, 254.96, 508.213, 307.179, 508.212, 350.269, 484.792, 141.492, 487.375, 141.497, 0, 0, 505.574, 144.062]","[378.99, 145.397, 359.438, 174.096, 359.468, 175.43, 362.01, 215.89, 371.151, 251.111, 359.429, 171.518, 371.197, 214.533, 0, 0, 360.784, 248.475, 363.351, 298.119, 360.787, 351.622, 359.456, 245.895, 360.735, 298.056, 359.378, 346.359, 372.512, 141.455, 0, 0, 360.732, 145.381, 0, 0]"
494,"[483.385, 149.249, 504.251, 176.689, 487.348, 176.717, 476.883, 208.048, 453.361, 219.754, 517.331, 179.292, 514.759, 223.645, 499.093, 255.006, 483.434, 248.497, 463.804, 298.027, 450.782, 341.166, 508.199, 255.001, 508.223, 307.209, 508.217, 350.278, 484.626, 141.54, 486.039, 141.516, 0, 0, 504.288, 144.101]","[378.993, 145.368, 359.445, 174.105, 359.474, 176.695, 362.045, 217.169, 371.205, 253.668, 359.437, 171.522, 372.459, 214.537, 0, 0, 360.789, 248.484, 363.331, 298.121, 360.769, 351.629, 359.467, 245.898, 360.723, 298.042, 359.365, 345.07, 372.51, 141.443, 0, 0, 360.736, 145.384, 0, 0]"
495,"[475.62, 147.968, 497.769, 175.384, 484.771, 174.119, 474.268, 202.826, 442.976, 211.887, 514.748, 179.294, 510.807, 222.405, 497.763, 255.004, 480.825, 247.175, 459.938, 296.805, 442.977, 341.187, 505.614, 253.699, 506.937, 305.9, 508.205, 350.271, 475.639, 141.493, 482.133, 141.498, 0, 0, 496.522, 145.381]","[380.233, 147.963, 359.454, 174.13, 359.43, 176.709, 362.059, 215.879, 371.215, 251.086, 360.747, 172.772, 372.467, 219.733, 0, 0, 360.756, 249.793, 363.345, 300.674, 360.755, 354.202, 362.025, 245.925, 360.788, 299.375, 359.42, 348.969, 373.772, 141.482, 0, 0, 360.693, 146.676, 0, 0]"
496,"[474.308, 149.29, 496.457, 175.404, 484.673, 175.389, 467.747, 201.495, 436.41, 204.098, 510.843, 177.997, 508.246, 222.378, 496.482, 255.009, 476.888, 245.926, 456.059, 298.028, 441.653, 342.444, 502.993, 253.672, 506.874, 305.884, 508.203, 350.249, 475.527, 142.822, 476.927, 142.743, 0, 0, 495.118, 144.083]","[380.242, 146.699, 359.452, 174.124, 359.45, 176.713, 363.334, 215.889, 372.487, 249.773, 360.721, 172.765, 372.478, 219.737, 381.514, 235.46, 360.759, 251.073, 362.046, 300.692, 360.739, 354.201, 360.756, 247.187, 360.724, 299.385, 359.408, 348.939, 373.772, 141.474, 0, 0, 360.68, 146.696, 0, 0]"
497,"[472.927, 149.283, 493.849, 174.102, 475.646, 172.775, 465.115, 198.894, 435.131, 201.48, 508.207, 178.011, 506.97, 222.344, 495.211, 255.06, 474.265, 248.488, 454.695, 298.095, 441.625, 343.761, 499.093, 254.979, 505.612, 307.246, 508.203, 350.276, 474.219, 142.798, 475.553, 141.535, 0, 0, 492.549, 144.102]","[379.011, 147.958, 359.447, 174.138, 359.44, 177.994, 363.329, 215.887, 371.22, 248.502, 360.718, 172.773, 372.468, 214.554, 0, 0, 360.76, 251.09, 362.072, 301.992, 360.728, 354.229, 360.765, 248.464, 362.06, 300.696, 359.425, 349.004, 372.518, 141.476, 0, 0, 360.672, 146.661, 0, 0]"
498,"[465.1, 150.585, 484.687, 174.078, 465.142, 172.794, 445.582, 193.697, 414.268, 192.287, 503.004, 175.392, 505.579, 221.061, 493.852, 255.036, 465.168, 249.797, 452.101, 298.114, 440.35, 346.394, 493.82, 254.972, 501.662, 305.89, 508.212, 350.232, 465.187, 145.411, 466.492, 144.055, 0, 0, 483.424, 144.102]","[379.022, 146.675, 359.42, 174.125, 360.676, 177.986, 362.066, 217.185, 372.504, 251.091, 358.127, 172.759, 375.057, 213.206, 0, 0, 360.764, 249.803, 362.018, 300.682, 360.724, 354.225, 360.722, 247.192, 362.047, 299.418, 359.428, 349.004, 373.764, 141.458, 0, 0, 360.693, 145.381, 0, 0]"
499,"[462.519, 150.547, 479.518, 172.835, 462.555, 171.532, 441.67, 192.378, 410.302, 185.855, 497.783, 175.374, 504.302, 221.065, 493.816, 255.029, 463.787, 249.786, 450.762, 299.382, 439.062, 348.935, 488.634, 253.723, 497.79, 305.896, 508.236, 350.253, 0, 0, 465.105, 142.785, 0, 0, 479.482, 144.075]","[379.024, 146.684, 359.401, 174.128, 359.475, 178.012, 362.068, 218.458, 372.51, 251.097, 358.104, 172.763, 371.204, 215.831, 0, 0, 360.738, 248.506, 362.032, 300.672, 360.719, 354.23, 359.425, 247.163, 360.778, 299.397, 359.412, 348.996, 373.77, 141.47, 0, 0, 360.687, 146.651, 0, 0]"
500,"[454.772, 149.312, 475.568, 172.832, 456.047, 172.742, 433.865, 191.034, 402.494, 183.281, 495.173, 174.1, 500.39, 218.472, 491.269, 254.974, 462.479, 249.812, 445.608, 299.404, 439.019, 348.916, 487.32, 253.705, 496.478, 305.87, 508.252, 350.237, 456.045, 145.387, 461.207, 142.742, 0, 0, 475.595, 142.773]","[378.996, 147.96, 359.354, 175.373, 360.679, 178.015, 362.054, 218.446, 373.788, 251.107, 354.218, 172.792, 369.874, 218.466, 0, 0, 360.746, 249.79, 360.801, 302.014, 360.716, 355.495, 358.13, 247.196, 360.756, 300.707, 359.429, 349.018, 373.765, 141.488, 0, 0, 360.691, 145.388, 0, 0]"
